text,author
"“The old schoolroom, Mr. Dorian?” she exclaimed. “Why, it is full of
dust. I must get it arranged and put straight before you go into it. It
is not fit for you to see, sir. It is not, indeed.” He winced at the mention of his grandfather. He had hateful memories of
him. “That does not matter,” he answered. “I simply want to see the
place—that is all. Give me the key.” “And here is the key, sir,” said the old lady, going over the contents
of her bunch with tremulously uncertain hands. “Here is the key. I’ll
have it off the bunch in a moment. But you don’t think of living up
there, sir, and you so comfortable here?” She lingered for a few moments, and was garrulous over some detail of
the household. He sighed and told her to manage things as she thought
best. She left the room, wreathed in smiles. As the door closed, Dorian put the key in his pocket and looked round
the room. His eye fell on a large, purple satin coverlet heavily
embroidered with gold, a splendid piece of late seventeenth-century
Venetian work that his grandfather had found in a convent near Bologna.
Yes, that would serve to wrap the dreadful thing in. It had perhaps
served often as a pall for the dead. Now it was to hide something that
had a corruption of its own, worse than the corruption of death
itself—something that would breed horrors and yet would never die. What
the worm was to the corpse, his sins would be to the painted image on
the canvas. They would mar its beauty and eat away its grace. They
would defile it and make it shameful. And yet the thing would still
live on. It would be always alive.",Wilde
"No one would have believed in the last years of the nineteenth century that this world was being watched keenly and closely by intelligences greater than man’s and yet as mortal as his own; that as men busied themselves about their various concerns they were scrutinised and studied, perhaps almost as narrowly as a man with a microscope might scrutinise the transient creatures that swarm and multiply in a drop of water. With infinite complacency men went to and fro over this globe about their little affairs, serene in their assurance of their empire over matter. It is possible that the infusoria under the microscope do the same. No one gave a thought to the older worlds of space as sources of human danger, or thought of them only to dismiss the idea of life upon them as impossible or improbable. It is curious to recall some of the mental habits of those departed days. At most terrestrial men fancied there might be other men upon Mars, perhaps inferior to themselves and ready to welcome a missionary enterprise. Yet across the gulf of space, minds that are to our minds as ours are to those of the beasts that perish, intellects vast and cool and unsympathetic, regarded this earth with envious eyes, and slowly and surely drew their plans against us. And early in the twentieth century came the great disillusionment.",HGWells
"In describing to her all the grandeur of Lady Catherine and her mansion, with occasional digressions in praise of his own humble abode, and the improvements it was receiving, he was happily employed until the gentlemen joined them; and he found in Mrs. Philips a very attentive listener, whose opinion of his consequence increased with what she heard, and who was resolving to retail it all among her neighbours as soon as she could. To the girls, who could not listen to their cousin, and who had nothing to do but to wish for an instrument, and examine their own indifferent imitations of china on the mantel-piece, the interval of waiting appeared very long. It was over at last, however. The gentlemen did approach: and when Mr. Wickham walked into the room, Elizabeth felt that she had neither been seeing him before, nor thinking of him since, with the smallest degree of unreasonable admiration. The officers of the ----shire were in general a very creditable, gentlemanlike set and the best of them were of the present party; but Mr, Wickham was as far beyond them all in person, countenance, air, and walk, as _they_ were superior to the broad-faced stuffy uncle Philips, breathing port wine, who followed them into the room.",Austen
"Yet he was not really reckless, at any rate in his relations to society. Once or twice every month during the winter, and on each Wednesday evening while the season lasted, he would throw open to the world his beautiful house and have the most celebrated musicians of the day to charm his guests with the wonders of their art. His little dinners, in the settling of which Lord Henry always assisted him, were noted as much for the careful selection and placing of those invited, as for the exquisite taste shown in the decoration of the table, with its subtle symphonic arrangements of exotic flowers, and embroidered cloths, and antique plate of gold and silver. Indeed, there were many, especially among the very young men, who saw, or fancied that they saw, in Dorian Gray the true realization of a type of which they had often dreamed in Eton or Oxford days, a type that was to combine something of the real culture of the scholar with all the grace and distinction and perfect manner of a citizen of the world. To them he seemed to be of the company of those whom Dante describes as having sought to “make themselves perfect by the worship of beauty.” Like Gautier, he was one for whom “the visible world existed.”",Wilde
"With a grave face he lit the lamp and led the way down the corridor.
Twice he struck at the chamber door without any reply from within. Then
he turned the handle and entered, I at his heels, with the cocked
pistol in my hand. It was a singular sight which met our eyes. On the table stood a
dark-lantern with the shutter half open, throwing a brilliant beam of
light upon the iron safe, the door of which was ajar. Beside this
table, on the wooden chair, sat Dr. Grimesby Roylott clad in a long
grey dressing-gown, his bare ankles protruding beneath, and his feet
thrust into red heelless Turkish slippers. Across his lap lay the short
stock with the long lash which we had noticed during the day. His chin
was cocked upward and his eyes were fixed in a dreadful, rigid stare at
the corner of the ceiling. Round his brow he had a peculiar yellow
band, with brownish speckles, which seemed to be bound tightly round
his head. As we entered he made neither sound nor motion. I took a step forward. In an instant his strange headgear began to
move, and there reared itself from among his hair the squat
diamond-shaped head and puffed neck of a loathsome serpent.",ConanDoyle
"‘I’m not more self-interested, I hope, than another man,’ said Mr. Omer.
‘Look at me! My wind may fail me at any moment, and it ain’t
likely that, to my own knowledge, I’d be self-interested under such
circumstances. I say it ain’t likely, in a man who knows his wind will
go, when it DOES go, as if a pair of bellows was cut open; and that man
a grandfather,’ said Mr. Omer. ‘It ain’t that I complain of my line of business,’ said Mr. Omer. ‘It
ain’t that. Some good and some bad goes, no doubt, to all callings. What
I wish is, that parties was brought up stronger-minded.’ ‘Accordingly we’re obleeged, in ascertaining how Barkis goes on, to
limit ourselves to Em’ly. She knows what our real objects are, and she
don’t have any more alarms or suspicions about us, than if we was so
many lambs. Minnie and Joram have just stepped down to the house, in
fact (she’s there, after hours, helping her aunt a bit), to ask her how
he is tonight; and if you was to please to wait till they come back,
they’d give you full partic’lers. Will you take something? A glass of
srub and water, now? I smoke on srub and water, myself,’ said Mr. Omer,
taking up his glass, ‘because it’s considered softening to the passages,
by which this troublesome breath of mine gets into action. But, Lord
bless you,’ said Mr. Omer, huskily, ‘it ain’t the passages that’s out of
order! “Give me breath enough,” said I to my daughter Minnie, “and I’ll
find passages, my dear.”’",Dickens
"He looked surprised, displeased, alarmed; but, with a moment’s
recollection, and a returning smile, replied, that he had formerly seen
him often; and, after observing that he was a very gentlemanlike man,
asked her how she had liked him. Her answer was warmly in his favour.
With an air of indifference, he soon afterwards added, “How long did you
say that he was at Rosings?” “Indeed!” cried Wickham, with a look which did not escape her. “And pray
may I ask--” but checking himself, he added, in a gayer tone, “Is it in
address that he improves? Has he deigned to add aught of civility to his
ordinary style? for I dare not hope,” he continued, in a lower and more
serious tone, “that he is improved in essentials.” While she spoke, Wickham looked as if scarcely knowing whether to
rejoice over her words or to distrust their meaning. There was a
something in her countenance which made him listen with an apprehensive
and anxious attention, while she added,-- “When I said that he improved on acquaintance, I did not mean that
either his mind or manners were in a state of improvement; but that,
from knowing him better, his disposition was better understood.”",Austen
"Never have I had such a shock! In an instant, with a tiger-spring, the
dying man had intercepted me. I heard the sharp snap of a twisted key.
The next moment he had staggered back to his bed, exhausted and panting
after his one tremendous outflame of energy. ""You won't take the key from me by force, Watson, I've got you, my
friend. Here you are, and here you will stay until I will otherwise.
But I'll humour you."" (All this in little gasps, with terrible
struggles for breath between.) ""You've only my own good at heart. Of
course I know that very well. You shall have your way, but give me
time to get my strength. Not now, Watson, not now. It's four o'clock.
At six you can go."" ""None in the world, Watson. Thank you, I need no help in arranging the
clothes. You will please keep your distance. Now, Watson, there is
one other condition that I would make. You will seek help, not from
the man you mention, but from the one that I choose."" ""The first three sensible words that you have uttered since you entered
this room, Watson. You will find some books over there. I am somewhat
exhausted; I wonder how a battery feels when it pours electricity into
a non-conductor? At six, Watson, we resume our conversation.""",ConanDoyle
"A timely observation of the sense of power that there was in his face,
did more to bring back to my remembrance the entreaty of Agnes, in
its full force, than any effort I could have made. I asked him, with
a better appearance of composure than I could have thought possible a
minute before, whether he had made his feelings known to Agnes. ‘Oh no, Master Copperfield!’ he returned; ‘oh dear, no! Not to anyone
but you. You see I am only just emerging from my lowly station. I rest a
good deal of hope on her observing how useful I am to her father (for
I trust to be very useful to him indeed, Master Copperfield), and how I
smooth the way for him, and keep him straight. She’s so much attached
to her father, Master Copperfield (oh, what a lovely thing it is in a
daughter!), that I think she may come, on his account, to be kind to
me.’ ‘If you’ll have the goodness to keep my secret, Master Copperfield,’ he
pursued, ‘and not, in general, to go against me, I shall take it as a
particular favour. You wouldn’t wish to make unpleasantness. I know
what a friendly heart you’ve got; but having only known me on my umble
footing (on my umblest I should say, for I am very umble still), you
might, unbeknown, go against me rather, with my Agnes. I call her mine,
you see, Master Copperfield. There’s a song that says, “I’d crowns
resign, to call her mine!” I hope to do it, one of these days.’",Dickens
"Yet it was watching him, with its beautiful marred face and its cruel smile. Its bright hair gleamed in the early sunlight. Its blue eyes met his own. A sense of infinite pity, not for himself, but for the painted image of himself, came over him. It had altered already, and would alter more. Its gold would wither into grey. Its red and white roses would die. For every sin that he committed, a stain would fleck and wreck its fairness. But he would not sin. The picture, changed or unchanged, would be to him the visible emblem of conscience. He would resist temptation. He would not see Lord Henry any more—would not, at any rate, listen to those subtle poisonous theories that in Basil Hallward’s garden had first stirred within him the passion for impossible things. He would go back to Sibyl Vane, make her amends, marry her, try to love her again. Yes, it was his duty to do so. She must have suffered more than he had. Poor child! He had been selfish and cruel to her. The fascination that she had exercised over him would return. They would be happy together. His life with her would be beautiful and pure.",Wilde
"Save for that sound we lay quite still in the scullery; I for my part
scarce dared breathe, and sat with my eyes fixed on the faint light of
the kitchen door. I could just see the curate’s face, a dim, oval
shape, and his collar and cuffs. Outside there began a metallic
hammering, then a violent hooting, and then again, after a quiet
interval, a hissing like the hissing of an engine. These noises, for
the most part problematical, continued intermittently, and seemed if
anything to increase in number as time wore on. Presently a measured
thudding and a vibration that made everything about us quiver and the
vessels in the pantry ring and shift, began and continued. Once the
light was eclipsed, and the ghostly kitchen doorway became absolutely
dark. For many hours we must have crouched there, silent and shivering,
until our tired attention failed. . . . At last I found myself awake and very hungry. I am inclined to believe
we must have spent the greater portion of a day before that awakening.
My hunger was at a stride so insistent that it moved me to action. I
told the curate I was going to seek food, and felt my way towards the
pantry. He made me no answer, but so soon as I began eating the faint
noise I made stirred him up and I heard him crawling after me.",HGWells
"Glou. O ruin'd peece of Nature, this great world
Shall so weare out to naught.
Do'st thou know me?
 Lear. I remember thine eyes well enough: dost thou
squiny at me? No, doe thy worst blinde Cupid, Ile not
loue. Reade thou this challenge, marke but the penning
of it Glou. What with the Case of eyes?
 Lear. Oh ho, are you there with me? No eies in your
head, nor no mony in your purse? Your eyes are in a heauy
case, your purse in a light, yet you see how this world
goes Lear. What, art mad? A man may see how this world
goes, with no eyes. Looke with thine eares: See how
yond Iustice railes vpon yond simple theefe. Hearke in
thine eare: Change places, and handy-dandy, which is
the Iustice, which is the theefe: Thou hast seene a Farmers
dogge barke at a Beggar?
 Glou. I Sir Lear. And the Creature run from the Cur: there thou
might'st behold the great image of Authoritie, a Dogg's
obey'd in Office. Thou, Rascall Beadle, hold thy bloody
hand: why dost thou lash that Whore? Strip thy owne
backe, thou hotly lusts to vse her in that kind, for which
thou whip'st her. The Vsurer hangs the Cozener. Thorough
tatter'd cloathes great Vices do appeare: Robes,
and Furr'd gownes hide all. Place sinnes with Gold, and
the strong Lance of Iustice, hurtlesse breakes: Arme it in
ragges, a Pigmies straw do's pierce it. None do's offend,
none, I say none, Ile able 'em; take that of me my Friend,
who haue the power to seale th' accusers lips. Get thee
glasse-eyes, and like a scuruy Politician, seeme to see the
things thou dost not. Now, now, now, now. Pull off my
Bootes: harder, harder, so",Shakespeare
"CHASUBLE.
I am grieved to hear such sentiments from you, Mr. Worthing. They
savour of the heretical views of the Anabaptists, views that I have
completely refuted in four of my unpublished sermons. However, as your
present mood seems to be one peculiarly secular, I will return to the
church at once. Indeed, I have just been informed by the pew-opener
that for the last hour and a half Miss Prism has been waiting for me in
the vestry. LADY BRACKNELL.
Pray allow me to detain you for a moment. This matter may prove to be
one of vital importance to Lord Bracknell and myself. Is this Miss
Prism a female of repellent aspect, remotely connected with education? MISS PRISM.
I was told you expected me in the vestry, dear Canon. I have been
waiting for you there for an hour and three-quarters. [Catches sight of
Lady Bracknell, who has fixed her with a stony glare. Miss Prism grows
pale and quails. She looks anxiously round as if desirous to escape.] LADY BRACKNELL.
[In a severe, judicial voice.] Prism! [Miss Prism bows her head in
shame.] Come here, Prism! [Miss Prism approaches in a humble manner.]
Prism! Where is that baby? [General consternation. The Canon starts
back in horror. Algernon and Jack pretend to be anxious to shield
Cecily and Gwendolen from hearing the details of a terrible public
scandal.] Twenty-eight years ago, Prism, you left Lord Bracknell’s
house, Number 104, Upper Grosvenor Street, in charge of a perambulator
that contained a baby of the male sex. You never returned. A few weeks
later, through the elaborate investigations of the Metropolitan police,
the perambulator was discovered at midnight, standing by itself in a
remote corner of Bayswater. It contained the manuscript of a
three-volume novel of more than usually revolting sentimentality. [Miss
Prism starts in involuntary indignation.] But the baby was not there!
[Every one looks at Miss Prism.] Prism! Where is that baby? [A pause.]",Wilde
"Mr. Dixon was so well pleased with his new name, and appeared to think
it so obliging in Mr. Micawber to confer it upon him, that he shook
hands with him again, and laughed rather childishly. ‘It is undoubtedly the fact, Copperfield,’ said Traddles, to whom I
looked in surprise. ‘Mr. Micawber has consulted me in reference to
what he has in contemplation; and I have advised him to the best of my
judgement.’ ‘Perhaps, under such circumstances, madam and gentlemen,’ said Mr.
Micawber, ‘you will do me the favour to submit yourselves, for the
moment, to the direction of one who, however unworthy to be regarded in
any other light but as a Waif and Stray upon the shore of human nature,
is still your fellow-man, though crushed out of his original form
by individual errors, and the accumulative force of a combination of
circumstances?’ ‘Mr. Copperfield,’ returned Mr. Micawber, ‘your confidence is not, at
the existing juncture, ill-bestowed. I would beg to be allowed a start
of five minutes by the clock; and then to receive the present company,
inquiring for Miss Wickfield, at the office of Wickfield and Heep, whose
Stipendiary I am.’ Traddles only smiled, and shook his head (with his hair standing upright
on the top of it), when I looked to him for an explanation; so I took
out my watch, and, as a last resource, counted off the five minutes. My
aunt, with her own watch in her hand, did the like. When the time was
expired, Traddles gave her his arm; and we all went out together to the
old house, without saying one word on the way.",Dickens
"As a general thing the Pass was more suggestive of a valley than a suspension bridge in the clouds—but it strongly suggested the latter at one spot. At that place the upper third of one or two majestic purple domes projected above our level on either hand and gave us a sense of a hidden great deep of mountains and plains and valleys down about their bases which we fancied we might see if we could step to the edge and look over. These Sultans of the fastnesses were turbaned with tumbled volumes of cloud, which shredded away from time to time and drifted off fringed and torn, trailing their continents of shadow after them; and catching presently on an intercepting peak, wrapped it about and brooded there—then shredded away again and left the purple peak, as they had left the purple domes, downy and white with new-laid snow. In passing, these monstrous rags of cloud hung low and swept along right over the spectator’s head, swinging their tatters so nearly in his face that his impulse was to shrink when they came closest. In the one place I speak of, one could look below him upon a world of diminishing crags and canyons leading down, down, and away to a vague plain with a thread in it which was a road, and bunches of feathers in it which were trees,—a pretty picture sleeping in the sunlight—but with a darkness stealing over it and glooming its features deeper and deeper under the frown of a coming storm; and then, while no film or shadow marred the noon brightness of his high perch, he could watch the tempest break forth down there and see the lightnings leap from crag to crag and the sheeted rain drive along the canyon-sides, and hear the thunders peal and crash and roar. We had this spectacle; a familiar one to many, but to us a novelty.",Twain
"In this quiet way the first fortnight of her visit soon passed away.
Easter was approaching, and the week preceding it was to bring an
addition to the family at Rosings, which in so small a circle must be
important. Elizabeth had heard, soon after her arrival, that Mr. Darcy
was expected there in the course of a few weeks; and though there were
not many of her acquaintance whom she did not prefer, his coming would
furnish one comparatively new to look at in their Rosings parties, and
she might be amused in seeing how hopeless Miss Bingley’s designs on him
were, by his behaviour to his cousin, for whom he was evidently destined
by Lady Catherine, who talked of his coming with the greatest
satisfaction, spoke of him in terms of the highest admiration, and
seemed almost angry to find that he had already been frequently seen by
Miss Lucas and herself. the earliest assurance of it; and, after making his bow as the carriage
turned into the park, hurried home with the great intelligence. On the
following morning he hastened to Rosings to pay his respects. There were
two nephews of Lady Catherine to require them, for Mr. Darcy had brought
with him a Colonel Fitzwilliam, the younger son of his uncle, Lord ----;
and, to the great surprise of all the party, when Mr. Collins returned,
the gentlemen accompanied him. Charlotte had seen them from her
husband’s room, crossing the road, and immediately running into the
other, told the girls what an honour they might expect, adding,--",Austen
"He wore his hat on the back of his head, and looked straight before
him: walking in a self-contained way as if there were nothing in the
streets to claim his attention. His mouth was such a post-office of a
mouth that he had a mechanical appearance of smiling. We had got to the
top of Holborn Hill before I knew that it was merely a mechanical
appearance, and that he was not smiling at all. There was an air of toleration or depreciation about his utterance of
these words that rather depressed me; and I was still looking sideways
at his block of a face in search of any encouraging note to the text,
when he said here we were at Barnard’s Inn. My depression was not
alleviated by the announcement, for, I had supposed that establishment
to be an hotel kept by Mr. Barnard, to which the Blue Boar in our town
was a mere public-house. Whereas I now found Barnard to be a
disembodied spirit, or a fiction, and his inn the dingiest collection
of shabby buildings ever squeezed together in a rank corner as a club
for Tom-cats. So imperfect was this realisation of the first of my great
expectations, that I looked in dismay at Mr. Wemmick. “Ah!” said he,
mistaking me; “the retirement reminds you of the country. So it does
me.”",Dickens
"“You take up a thing so seriously! as if we were going to act three
times a week till my father’s return, and invite all the country. But
it is not to be a display of that sort. We mean nothing but a little
amusement among ourselves, just to vary the scene, and exercise our
powers in something new. We want no audience, no publicity. We may be
trusted, I think, in chusing some play most perfectly unexceptionable;
and I can conceive no greater harm or danger to any of us in conversing
in the elegant written language of some respectable author than in
chattering in words of our own. I have no fears and no scruples. And as
to my father’s being absent, it is so far from an objection, that I
consider it rather as a motive; for the expectation of his return must
be a very anxious period to my mother; and if we can be the means of
amusing that anxiety, and keeping up her spirits for the next few
weeks, I shall think our time very well spent, and so, I am sure, will
he. It is a _very_ anxious period for her.” As he said this, each looked towards their mother. Lady Bertram, sunk
back in one corner of the sofa, the picture of health, wealth, ease,
and tranquillity, was just falling into a gentle doze, while Fanny was
getting through the few difficulties of her work for her.",Austen
"The second monster followed the first, and at that the artilleryman
began to crawl very cautiously across the hot heather ash towards
Horsell. He managed to get alive into the ditch by the side of the
road, and so escaped to Woking. There his story became ejaculatory. The
place was impassable. It seems there were a few people alive there,
frantic for the most part and many burned and scalded. He was turned
aside by the fire, and hid among some almost scorching heaps of broken
wall as one of the Martian giants returned. He saw this one pursue a
man, catch him up in one of its steely tentacles, and knock his head
against the trunk of a pine tree. At last, after nightfall, the
artilleryman made a rush for it and got over the railway embankment. Since then he had been skulking along towards Maybury, in the hope of
getting out of danger Londonward. People were hiding in trenches and
cellars, and many of the survivors had made off towards Woking village
and Send. He had been consumed with thirst until he found one of the
water mains near the railway arch smashed, and the water bubbling out
like a spring upon the road.",HGWells
"Three miles below St. Petersburg, at a point where the Mississippi River was a trifle over a mile wide, there was a long, narrow, wooded island, with a shallow bar at the head of it, and this offered well as a rendezvous. It was not inhabited; it lay far over toward the further shore, abreast a dense and almost wholly unpeopled forest. So Jackson’s Island was chosen. Who were to be the subjects of their piracies was a matter that did not occur to them. Then they hunted up Huckleberry Finn, and he joined them promptly, for all careers were one to him; he was indifferent. They presently separated to meet at a lonely spot on the river-bank two miles above the village at the favorite hour—which was midnight. There was a small log raft there which they meant to capture. Each would bring hooks and lines, and such provision as he could steal in the most dark and mysterious way—as became outlaws. And before the afternoon was done, they had all managed to enjoy the sweet glory of spreading the fact that pretty soon the town would “hear something.” All who got this vague hint were cautioned to “be mum and wait.”",Twain
"“Stop, Basil. You are talking about things of which you know nothing,” said Dorian Gray, biting his lip, and with a note of infinite contempt in his voice. “You ask me why Berwick leaves a room when I enter it. It is because I know everything about his life, not because he knows anything about mine. With such blood as he has in his veins, how could his record be clean? You ask me about Henry Ashton and young Perth. Did I teach the one his vices, and the other his debauchery? If Kent’s silly son takes his wife from the streets, what is that to me? If Adrian Singleton writes his friend’s name across a bill, am I his keeper? I know how people chatter in England. The middle classes air their moral prejudices over their gross dinner-tables, and whisper about what they call the profligacies of their betters in order to try and pretend that they are in smart society and on intimate terms with the people they slander. In this country, it is enough for a man to have distinction and brains for every common tongue to wag against him. And what sort of lives do these people, who pose as being moral, lead themselves? My dear fellow, you forget that we are in the native land of the hypocrite.”",Wilde
"Anne did not share these feelings. She persisted in a very determined,
though very silent disinclination for Bath; caught the first dim view
of the extensive buildings, smoking in rain, without any wish of seeing
them better; felt their progress through the streets to be, however
disagreeable, yet too rapid; for who would be glad to see her when she
arrived? And looked back, with fond regret, to the bustles of
Uppercross and the seclusion of Kellynch. Elizabeth’s last letter had communicated a piece of news of some
interest. Mr Elliot was in Bath. He had called in Camden Place; had
called a second time, a third; had been pointedly attentive. If
Elizabeth and her father did not deceive themselves, had been taking
much pains to seek the acquaintance, and proclaim the value of the
connection, as he had formerly taken pains to shew neglect. This was
very wonderful if it were true; and Lady Russell was in a state of very
agreeable curiosity and perplexity about Mr Elliot, already recanting
the sentiment she had so lately expressed to Mary, of his being “a man
whom she had no wish to see.” She had a great wish to see him. If he
really sought to reconcile himself like a dutiful branch, he must be
forgiven for having dismembered himself from the paternal tree.",HGWells
"But self, though it would intrude, could not engross her. Lydia--the
humiliation, the misery she was bringing on them all--soon swallowed up
every private care; and covering her face with her handkerchief,
Elizabeth was soon lost to everything else; and, after a pause of
several minutes, was only recalled to a sense of her situation by the
voice of her companion, who, in a manner which, though it spoke
compassion, spoke likewise restraint, said,-- “I am afraid you have been long desiring my absence, nor have I anything
to plead in excuse of my stay, but real, though unavailing concern.
Would to Heaven that anything could be either said or done on my part,
that might offer consolation to such distress! But I will not torment
you with vain wishes, which may seem purposely to ask for your thanks.
This unfortunate affair will, I fear, prevent my sister’s having the
pleasure of seeing you at Pemberley to-day.” “Oh, yes! Be so kind as to apologize for us to Miss Darcy. Say that
urgent business calls us home immediately. Conceal the unhappy truth as
long as it is possible. I know it cannot be long.” He readily assured her of his secrecy, again expressed his sorrow for
her distress, wished it a happier conclusion than there was at present
reason to hope, and, leaving his compliments for her relations, with
only one serious parting look, went away.",Austen
"He was sitting alone one evening pondering deeply over his troubles,
and searching vainly for some way out of them. That morning had shown
the figure 2 upon the wall of his house, and the next day would be the
last of the allotted time. What was to happen then? All manner of vague
and terrible fancies filled his imagination. And his daughter—what was
to become of her after he was gone? Was there no escape from the
invisible network which was drawn all round them. He sank his head upon
the table and sobbed at the thought of his own impotence. What was that? In the silence he heard a gentle scratching sound—low,
but very distinct in the quiet of the night. It came from the door of
the house. Ferrier crept into the hall and listened intently. There was
a pause for a few moments, and then the low insidious sound was
repeated. Someone was evidently tapping very gently upon one of the
panels of the door. Was it some midnight assassin who had come to carry
out the murderous orders of the secret tribunal? Or was it some agent
who was marking up that the last day of grace had arrived. John Ferrier
felt that instant death would be better than the suspense which shook
his nerves and chilled his heart. Springing forward he drew the bolt
and threw the door open.",ConanDoyle
"“He’s said he’ll tell, and he will. If we was to give both our shares
to him _now_ it wouldn’t make no difference after the row and the way
we’ve served him. Shore’s you’re born, he’ll turn State’s evidence; now
you hear _me_. I’m for putting him out of his troubles.” “Hold on a minute; I hain’t had my say yit. You listen to me.
Shooting’s good, but there’s quieter ways if the thing’s _got_ to be
done. But what _I_ say is this: it ain’t good sense to go court’n
around after a halter if you can git at what you’re up to in some way
that’s jist as good and at the same time don’t bring you into no resks.
Ain’t that so?” “Well, my idea is this: we’ll rustle around and gather up whatever
pickins we’ve overlooked in the staterooms, and shove for shore and
hide the truck. Then we’ll wait. Now I say it ain’t a-goin’ to be
more’n two hours befo’ this wrack breaks up and washes off down the
river. See? He’ll be drownded, and won’t have nobody to blame for it
but his own self. I reckon that’s a considerble sight better ’n killin’
of him. I’m unfavorable to killin’ a man as long as you can git aroun’
it; it ain’t good sense, it ain’t good morals. Ain’t I right?”",Twain
"As my eye glanced round this place, I thought I saw sitting, by an open
port, with one of the Micawber children near her, a figure like Emily’s;
it first attracted my attention, by another figure parting from it with
a kiss; and as it glided calmly away through the disorder, reminding
me of--Agnes! But in the rapid motion and confusion, and in the
unsettlement of my own thoughts, I lost it again; and only knew that
the time was come when all visitors were being warned to leave the ship;
that my nurse was crying on a chest beside me; and that Mrs. Gummidge,
assisted by some younger stooping woman in black, was busily arranging
Mr. Peggotty’s goods. She answered for him, with a burst of tears. I could speak no more at
that time, but I wrung his hand; and if ever I have loved and honoured
any man, I loved and honoured that man in my soul. The ship was clearing fast of strangers. The greatest trial that I had,
remained. I told him what the noble spirit that was gone, had given me
in charge to say at parting. It moved him deeply. But when he charged
me, in return, with many messages of affection and regret for those deaf
ears, he moved me more.",Dickens
"He looked at her, as if wanting to read her thoughts. She hardly knew
what to say. It seemed like the forerunner of something absolutely
serious, which she did not wish. Forcing herself to speak, therefore,
in the hope of putting it by, she calmly said, He was silent. She believed he was looking at her; probably reflecting
on what she had said, and trying to understand the manner. She heard
him sigh. It was natural for him to feel that he had _cause_ to sigh.
He could not believe her to be encouraging him. A few awkward moments
passed, and he sat down again; and in a more determined manner said, He stopt again, rose again, and seemed quite embarrassed.—He was more
in love with her than Emma had supposed; and who can say how it might
have ended, if his father had not made his appearance? Mr. Woodhouse
soon followed; and the necessity of exertion made him composed. A very few minutes more, however, completed the present trial. Mr.
Weston, always alert when business was to be done, and as incapable of
procrastinating any evil that was inevitable, as of foreseeing any that
was doubtful, said, “It was time to go;” and the young man, though he
might and did sigh, could not but agree, to take leave.",Austen
"Smash, and then whack of boards hit hard came from downstairs.
“Confound him!” said Kemp. “That must be—yes—it’s one of the bedrooms.
He’s going to do all the house. But he’s a fool. The shutters are up,
and the glass will fall outside. He’ll cut his feet.” Another window proclaimed its destruction. The two men stood on the
landing perplexed. “I have it!” said Adye. “Let me have a stick or
something, and I’ll go down to the station and get the bloodhounds put
on. That ought to settle him! They’re hard by—not ten minutes—” As they stood hesitating in the hall, they heard one of the first-floor
bedroom windows crack and clash. Kemp went to the door and began to
slip the bolts as silently as possible. His face was a little paler
than usual. “You must step straight out,” said Kemp. In another moment
Adye was on the doorstep and the bolts were dropping back into the
staples. He hesitated for a moment, feeling more comfortable with his
back against the door. Then he marched, upright and square, down the
steps. He crossed the lawn and approached the gate. A little breeze
seemed to ripple over the grass. Something moved near him. “Stop a
bit,” said a Voice, and Adye stopped dead and his hand tightened on the
revolver.",HGWells
"As he said the words he looked down, with an admiring pity, on the
flowing golden hair; as if he pictured to himself that it might have
been already tinged with grey. “You know that your parents had no great possession, and that what
they had was secured to your mother and to you. There has been no new
discovery, of money, or of any other property; but--” He felt his wrist held closer, and he stopped. The expression in the
forehead, which had so particularly attracted his notice, and which was
now immovable, had deepened into one of pain and horror. “But he has been--been found. He is alive. Greatly changed, it is too
probable; almost a wreck, it is possible; though we will hope the best.
Still, alive. Your father has been taken to the house of an old servant
in Paris, and we are going there: I, to identify him if I can: you, to
restore him to life, love, duty, rest, comfort.” Mr. Lorry quietly chafed the hands that held his arm. “There, there,
there! See now, see now! The best and the worst are known to you, now.
You are well on your way to the poor wronged gentleman, and, with a fair
sea voyage, and a fair land journey, you will be soon at his dear side.”",Dickens
"Having eased his mind by this discovery; and having accomplished his
twofold object of imparting to the girl what he had, that night, heard,
and of ascertaining, with his own eyes, that Sikes had not returned,
Mr. Fagin again turned his face homeward: leaving his young friend
asleep, with her head upon the table. It was within an hour of midnight. The weather being dark, and piercing
cold, he had no great temptation to loiter. The sharp wind that scoured
the streets, seemed to have cleared them of passengers, as of dust and
mud, for few people were abroad, and they were to all appearance
hastening fast home. It blew from the right quarter for the Jew,
however, and straight before it he went: trembling, and shivering, as
every fresh gust drove him rudely on his way. He had reached the corner of his own street, and was already fumbling
in his pocket for the door-key, when a dark figure emerged from a
projecting entrance which lay in deep shadow, and, crossing the road,
glided up to him unperceived. The Jew shook his head, and was about to reply, when the stranger,
interrupting him, motioned to the house, before which they had by this
time arrived: remarking, that he had better say what he had got to say,
under cover: for his blood was chilled with standing about so long, and
the wind blew through him.",Dickens
